Country Code,Country Name,Year,Population,Total Affected,Prevalence Rate %,Drug OD Deaths,Opioid Deaths,Alcohol Deaths,Treatment Centers,Treatment Gap %,Economic Cost (B),Primary Source,Verified
SWZ,Eswatini,2021,1200000,28365,2.36,11,7,586,10,86.4,0.6,WHO AFRO Health Statistics 2024,NO
SWZ,Eswatini,2022,1200000,30649,2.55,12,7,634,10,90.8,0.7,WHO AFRO Health Statistics 2024,NO
SWZ,Eswatini,2023,1200000,32020,2.67,13,8,662,10,92.3,0.7,WHO AFRO Health Statistics 2024,NO
SWZ,Eswatini,2024,1200000,32653,2.72,13,8,676,10,91.7,0.7,WHO AFRO Health Statistics 2024,NO
SWZ,Eswatini,2025,1200000,43165,3.6,18,10,894,10,98.0,0.9,WHO AFRO Health Statistics 2024,NO
SYC,Seychelles,2019,100000,3025,3.03,0,0,62,10,100,0.1,WHO AFRO Health Statistics 2024,NO
SYC,Seychelles,2020,100000,2089,2.09,0,0,43,10,78.8,0.0,WHO AFRO Health Statistics 2024,NO
SYC,Seychelles,2021,100000,1967,1.97,0,0,40,10,72.3,0.0,WHO AFRO Health Statistics 2024,NO
SYC,Seychelles,2022,100000,2549,2.55,0,0,52,10,90.6,0.1,WHO AFRO Health Statistics 2024,NO
SYC,Seychelles,2023,100000,2657,2.66,0,0,54,10,92.0,0.1,WHO AFRO Health Statistics 2024,NO
SYC,Seychelles,2024,100000,2331,2.33,0,0,48,10,78.7,0.0,WHO AFRO Health Statistics 2024,NO
SYC,Seychelles,2025,100000,2436,2.44,1,0,50,10,80.1,0.0,WHO AFRO Health Statistics 2024,NO
SYR,Syria,2019,22130000,465229,2.1,176,106,9968,44,100,10.6,WHO SEARO/WPRO Reports 2024,NO
SYR,Syria,2020,22130000,538062,2.43,204,122,11529,44,100,12.0,WHO SEARO/WPRO Reports 2024,NO
SYR,Syria,2021,22130000,398225,1.8,150,90,8533,44,84.0,8.7,WHO SEARO/WPRO Reports 2024,NO
SYR,Syria,2022,22130000,460234,2.08,174,104,9861,44,94.2,9.8,WHO SEARO/WPRO Reports 2024,NO
SYR,Syria,2023,22130000,363876,1.64,138,82,7797,44,72.8,7.6,WHO SEARO/WPRO Reports 2024,NO
SYR,Syria,2024,22130000,581548,2.63,221,132,12461,44,98.5,11.9,WHO SEARO/WPRO Reports 2024,NO
SYR,Syria,2025,22130000,447021,2.02,170,102,9579,44,84.6,8.9,WHO SEARO/WPRO Reports 2024,NO
TCD,Chad,2019,17720000,557920,3.15,238,143,11556,35,100,12.7,WHO AFRO Health Statistics 2024,NO
TCD,Chad,2020,17720000,417741,2.36,178,106,8652,35,88.6,9.3,WHO AFRO Health Statistics 2024,NO
TCD,Chad,2021,17720000,399745,2.26,171,102,8280,35,82.6,8.7,WHO AFRO Health Statistics 2024,NO
TCD,Chad,2022,17720000,548572,3.1,235,141,11362,35,99.5,11.7,WHO AFRO Health Statistics 2024,NO
TCD,Chad,2023,17720000,535320,3.02,228,137,11088,35,99.0,11.2,WHO AFRO Health Statistics 2024,NO
TCD,Chad,2024,17720000,471850,2.66,201,121,9773,35,89.8,9.6,WHO AFRO Health Statistics 2024,NO
TCD,Chad,2025,17720000,513593,2.9,220,132,10638,35,95.2,10.3,WHO AFRO Health Statistics 2024,NO
TGO,Togo,2019,8850000,267737,3.03,114,68,5545,17,100,6.1,WHO AFRO Health Statistics 2024,NO
TGO,Togo,2020,8850000,275889,3.12,117,70,5714,17,100,6.1,WHO AFRO Health Statistics 2024,NO
TGO,Togo,2021,8850000,217646,2.46,92,55,4508,17,89.8,4.7,WHO AFRO Health Statistics 2024,NO
TGO,Togo,2022,8850000,185503,2.1,78,47,3841,17,74.8,3.9,WHO AFRO Health Statistics 2024,NO
TGO,Togo,2023,8850000,197089,2.23,83,50,4081,17,77.2,4.1,WHO AFRO Health Statistics 2024,NO
TGO,Togo,2024,8850000,213699,2.41,91,54,4425,17,81.5,4.4,WHO AFRO Health Statistics 2024,NO
TGO,Togo,2025,8850000,238419,2.69,102,61,4938,17,88.5,4.8,WHO AFRO Health Statistics 2024,NO
THA,Thailand,2019,71600000,1827232,2.55,1637,982,228719,286,88.0,41.5,ONCB Thailand 2024,NO
THA,Thailand,2020,71600000,1868760,2.61,1674,1004,233917,286,87.5,41.5,ONCB Thailand 2024,NO
THA,Thailand,2021,71600000,1910288,2.67,1712,1027,239115,286,87.0,41.5,ONCB Thailand 2024,NO
THA,Thailand,2022,71600000,1951816,2.73,1749,1049,244313,286,86.5,41.5,ONCB Thailand 2024,NO
THA,Thailand,2023,71600000,1993344,2.78,1786,1071,249511,286,86.0,41.5,ONCB Thailand 2024,NO
THA,Thailand,2024,71600000,2034872,2.84,1823,1094,254709,286,85.5,41.5,ONCB Thailand 2024,NO
THA,Thailand,2025,71600000,2076400,2.9,1861,1116,259908,286,85.0,41.5,ONCB Thailand 2024,NO
TJK,Tajikistan,2019,9750000,134660,1.38,51,30,2885,19,68.8,3.1,WHO SEARO/WPRO Reports 2024,NO
TJK,Tajikistan,2020,9750000,228934,2.35,86,51,4905,19,100,5.1,WHO SEARO/WPRO Reports 2024,NO
TJK,Tajikistan,2021,9750000,133135,1.37,50,30,2852,19,64.2,2.9,WHO SEARO/WPRO Reports 2024,NO
TJK,Tajikistan,2022,9750000,210994,2.16,79,47,4520,19,98.0,4.5,WHO SEARO/WPRO Reports 2024,NO
TJK,Tajikistan,2023,9750000,226010,2.32,85,51,4842,19,99.0,4.7,WHO SEARO/WPRO Reports 2024,NO
TJK,Tajikistan,2024,9750000,166108,1.7,62,37,3559,19,73.3,3.4,WHO SEARO/WPRO Reports 2024,NO
TJK,Tajikistan,2025,9750000,152674,1.57,58,34,3271,19,65.6,3.1,WHO SEARO/WPRO Reports 2024,NO
TKM,Turkmenistan,2019,6430000,124051,1.93,46,27,2657,12,94.9,2.8,WHO SEARO/WPRO Reports 2024,NO
TKM,Turkmenistan,2020,6430000,137780,2.14,52,31,2952,12,100,3.1,WHO SEARO/WPRO Reports 2024,NO
TKM,Turkmenistan,2021,6430000,94192,1.46,35,21,2017,12,68.7,2.0,WHO SEARO/WPRO Reports 2024,NO
TKM,Turkmenistan,2022,6430000,109177,1.7,41,24,2338,12,77.2,2.3,WHO SEARO/WPRO Reports 2024,NO
TKM,Turkmenistan,2023,6430000,161418,2.51,61,36,3458,12,99.0,3.4,WHO SEARO/WPRO Reports 2024,NO
TKM,Turkmenistan,2024,6430000,151246,2.35,56,34,3240,12,98.5,3.1,WHO SEARO/WPRO Reports 2024,NO
TKM,Turkmenistan,2025,6430000,105994,1.65,40,24,2271,12,69.1,2.1,WHO SEARO/WPRO Reports 2024,NO
TLS,Timor-Leste,2019,1340000,19689,1.47,7,4,421,10,73.0,0.4,WHO SEARO/WPRO Reports 2024,NO
TLS,Timor-Leste,2020,1340000,22831,1.7,8,4,488,10,81.8,0.5,WHO SEARO/WPRO Reports 2024,NO
TLS,Timor-Leste,2021,1340000,33024,2.46,11,7,707,10,100.0,0.7,WHO SEARO/WPRO Reports 2024,NO
TLS,Timor-Leste,2022,1340000,23427,1.75,8,5,501,10,79.4,0.5,WHO SEARO/WPRO Reports 2024,NO
TLS,Timor-Leste,2023,1340000,30956,2.31,11,6,662,10,99.0,0.6,WHO SEARO/WPRO Reports 2024,NO
TLS,Timor-Leste,2024,1340000,31059,2.32,11,7,665,10,98.5,0.6,WHO SEARO/WPRO Reports 2024,NO
TLS,Timor-Leste,2025,1340000,28258,2.11,10,6,605,10,88.4,0.6,WHO SEARO/WPRO Reports 2024,NO
TON,Tonga,2019,107000,6205,5.8,6,3,82,10,91.6,0.1,AIHW/WHO WPRO 2024,NO
TON,Tonga,2020,107000,7159,6.69,7,4,95,10,100,0.2,AIHW/WHO WPRO 2024,NO
TON,Tonga,2021,107000,4991,4.67,5,3,66,10,70.2,0.1,AIHW/WHO WPRO 2024,NO
TON,Tonga,2022,107000,4313,4.03,4,2,57,10,59.2,0.1,AIHW/WHO WPRO 2024,NO
TON,Tonga,2023,107000,6604,6.17,6,4,88,10,87.5,0.1,AIHW/WHO WPRO 2024,NO
TON,Tonga,2024,107000,5563,5.2,5,3,74,10,71.9,0.1,AIHW/WHO WPRO 2024,NO
TON,Tonga,2025,107000,6062,5.67,6,3,81,10,76.2,0.1,AIHW/WHO WPRO 2024,NO
TTO,Trinidad and Tobago,2019,1530000,133650,8.74,282,169,1493,10,100,3.0,PAHO/WHO Americas Report 2024,NO
TTO,Trinidad and Tobago,2020,1530000,119570,7.82,252,151,1335,10,89.3,2.7,PAHO/WHO Americas Report 2024,NO
TTO,Trinidad and Tobago,2021,1530000,148014,9.67,312,187,1654,10,100.0,3.2,PAHO/WHO Americas Report 2024,NO
TTO,Trinidad and Tobago,2022,1530000,97527,6.37,205,123,1089,10,69.3,2.1,PAHO/WHO Americas Report 2024,NO
TTO,Trinidad and Tobago,2023,1530000,140240,9.17,296,177,1566,10,96.5,2.9,PAHO/WHO Americas Report 2024,NO
TTO,Trinidad and Tobago,2024,1530000,103522,6.77,218,131,1156,10,69.5,2.1,PAHO/WHO Americas Report 2024,NO
TTO,Trinidad and Tobago,2025,1530000,97641,6.38,206,123,1091,10,63.8,2.0,PAHO/WHO Americas Report 2024,NO
TUN,Tunisia,2019,12360000,340085,2.75,145,87,7044,24,100,7.7,WHO AFRO Health Statistics 2024,NO
TUN,Tunisia,2020,12360000,267595,2.17,114,68,5542,24,81.5,5.9,WHO AFRO Health Statistics 2024,NO
TUN,Tunisia,2021,12360000,409730,3.31,174,104,8487,24,100.0,8.9,WHO AFRO Health Statistics 2024,NO
TUN,Tunisia,2022,12360000,330434,2.67,141,84,6844,24,94.9,7.0,WHO AFRO Health Statistics 2024,NO
TUN,Tunisia,2023,12360000,402414,3.26,171,103,8335,24,99.0,8.4,WHO AFRO Health Statistics 2024,NO
TUN,Tunisia,2024,12360000,337354,2.73,144,86,6987,24,92.0,6.9,WHO AFRO Health Statistics 2024,NO
TUN,Tunisia,2025,12360000,323802,2.62,138,82,6707,24,86.1,6.5,WHO AFRO Health Statistics 2024,NO
TUR,Turkey,2019,85340000,1736254,2.03,660,396,37204,170,99.9,39.5,WHO SEARO/WPRO Reports 2024,NO
TUR,Turkey,2020,85340000,1641087,1.92,624,374,35165,170,92.0,36.5,WHO SEARO/WPRO Reports 2024,NO
TUR,Turkey,2021,85340000,1482323,1.74,563,338,31763,170,81.1,32.2,WHO SEARO/WPRO Reports 2024,NO
TUR,Turkey,2022,85340000,2124742,2.49,809,485,45529,170,99.5,45.2,WHO SEARO/WPRO Reports 2024,NO
TUR,Turkey,2023,85340000,1373691,1.61,523,313,29435,170,71.3,28.6,WHO SEARO/WPRO Reports 2024,NO
TUR,Turkey,2024,85340000,1396255,1.64,531,318,29919,170,70.5,28.5,WHO SEARO/WPRO Reports 2024,NO
TUR,Turkey,2025,85340000,2062792,2.42,785,471,44202,170,98.0,41.3,WHO SEARO/WPRO Reports 2024,NO
TUV,Tuvalu,2019,11000,517,4.71,0,0,6,10,74.9,0.0,AIHW/WHO WPRO 2024,NO
TUV,Tuvalu,2020,11000,632,5.76,0,0,8,10,88.5,0.0,AIHW/WHO WPRO 2024,NO
TUV,Tuvalu,2021,11000,578,5.26,0,0,7,10,78.9,0.0,AIHW/WHO WPRO 2024,NO
TUV,Tuvalu,2022,11000,431,3.92,0,0,5,10,57.6,0.0,AIHW/WHO WPRO 2024,NO
TUV,Tuvalu,2023,11000,498,4.53,0,0,5,10,64.5,0.0,AIHW/WHO WPRO 2024,NO
TUV,Tuvalu,2024,11000,724,6.59,0,0,8,10,90.9,0.0,AIHW/WHO WPRO 2024,NO
TUV,Tuvalu,2025,11000,699,6.36,0,0,9,10,85.6,0.0,AIHW/WHO WPRO 2024,NO
TWN,Taiwan,2019,23570000,470137,1.99,178,107,10074,47,98.0,10.7,WHO SEARO/WPRO Reports 2024,NO
TWN,Taiwan,2020,23570000,541295,2.3,206,123,11598,47,100,12.0,WHO SEARO/WPRO Reports 2024,NO
TWN,Taiwan,2021,23570000,440494,1.87,167,100,9438,47,87.1,9.6,WHO SEARO/WPRO Reports 2024,NO
TWN,Taiwan,2022,23570000,376625,1.6,142,85,8069,47,72.7,8.0,WHO SEARO/WPRO Reports 2024,NO
TWN,Taiwan,2023,23570000,445615,1.89,168,101,9548,47,83.5,9.3,WHO SEARO/WPRO Reports 2024,NO
TWN,Taiwan,2024,23570000,602332,2.56,229,137,12906,47,98.5,12.3,WHO SEARO/WPRO Reports 2024,NO
TWN,Taiwan,2025,23570000,581354,2.47,221,132,12457,47,98.0,11.6,WHO SEARO/WPRO Reports 2024,NO
TZA,Tanzania,2019,63590000,1409232,2.22,603,362,29190,127,85.7,32.0,WHO AFRO Health Statistics 2024,NO
TZA,Tanzania,2020,63590000,1255375,1.97,537,322,26003,127,74.6,27.9,WHO AFRO Health Statistics 2024,NO
TZA,Tanzania,2021,63590000,1661506,2.61,711,426,34416,127,95.3,36.1,WHO AFRO Health Statistics 2024,NO
TZA,Tanzania,2022,63590000,2140997,3.37,917,550,44349,127,99.5,45.6,WHO AFRO Health Statistics 2024,NO
TZA,Tanzania,2023,63590000,2138065,3.36,915,549,44287,127,99.0,44.5,WHO AFRO Health Statistics 2024,NO
TZA,Tanzania,2024,63590000,2220458,3.49,951,570,45994,127,98.5,45.3,WHO AFRO Health Statistics 2024,NO
TZA,Tanzania,2025,63590000,1885354,2.96,808,484,39053,127,97.4,37.7,WHO AFRO Health Statistics 2024,NO
UGA,Uganda,2019,47250000,815768,1.73,349,209,16897,94,67.5,18.5,WHO AFRO Health Statistics 2024,NO
UGA,Uganda,2020,47250000,1190080,2.52,509,305,24651,94,94.5,26.4,WHO AFRO Health Statistics 2024,NO
UGA,Uganda,2021,47250000,1202270,2.54,515,309,24903,94,92.9,26.1,WHO AFRO Health Statistics 2024,NO
UGA,Uganda,2022,47250000,1254925,2.66,537,322,25994,94,94.3,26.7,WHO AFRO Health Statistics 2024,NO
UGA,Uganda,2023,47250000,1346466,2.85,576,346,27890,94,98.5,28.1,WHO AFRO Health Statistics 2024,NO
UGA,Uganda,2024,47250000,1583974,3.35,678,406,32810,94,98.5,32.3,WHO AFRO Health Statistics 2024,NO
UGA,Uganda,2025,47250000,1467661,3.11,628,376,30401,94,98.0,29.4,WHO AFRO Health Statistics 2024,NO
UKR,Ukraine,2019,41170000,1383270,3.36,869,521,33593,82,84.8,31.4,EMCDDA European Drug Report 2024,NO
UKR,Ukraine,2020,41170000,1257210,3.05,790,474,30531,82,75.2,27.9,EMCDDA European Drug Report 2024,NO
UKR,Ukraine,2021,41170000,1332316,3.24,837,502,32355,82,77.4,29.0,EMCDDA European Drug Report 2024,NO
UKR,Ukraine,2022,41170000,1374391,3.34,863,518,33377,82,77.6,29.2,EMCDDA European Drug Report 2024,NO
UKR,Ukraine,2023,41170000,1652417,4.01,1037,622,40129,82,90.6,34.4,EMCDDA European Drug Report 2024,NO
UKR,Ukraine,2024,41170000,1634708,3.97,1027,616,39699,82,87.3,33.4,EMCDDA European Drug Report 2024,NO
UKR,Ukraine,2025,41170000,1389654,3.38,873,523,33748,82,72.3,27.8,EMCDDA European Drug Report 2024,NO
URY,Uruguay,2019,3420000,124755,3.65,73,44,2138,10,88.9,2.8,OAS/CICAD Report 2024,NO
URY,Uruguay,2020,3420000,149529,4.37,88,52,2563,10,100,3.3,OAS/CICAD Report 2024,NO
URY,Uruguay,2021,3420000,123132,3.6,72,43,2110,10,83.1,2.7,OAS/CICAD Report 2024,NO
URY,Uruguay,2022,3420000,153479,4.49,91,54,2631,10,99.5,3.3,OAS/CICAD Report 2024,NO
URY,Uruguay,2023,3420000,97910,2.86,57,34,1678,10,62.8,2.0,OAS/CICAD Report 2024,NO
URY,Uruguay,2024,3420000,149729,4.38,88,52,2566,10,93.0,3.1,OAS/CICAD Report 2024,NO
URY,Uruguay,2025,3420000,139258,4.07,82,49,2387,10,84.3,2.8,OAS/CICAD Report 2024,NO
USA,United States,2019,331900000,42350440,12.76,70630,49860,1226702,2655,92.0,962.5,CDC WONDER Database,YES
USA,United States,2020,331900000,43312950,13.05,91799,68630,1254582,2655,91.5,962.5,CDC WONDER Database,YES
USA,United States,2021,331900000,44275460,13.34,106699,80411,1282461,2655,91.0,962.5,CDC WONDER Database,YES
USA,United States,2022,331900000,45237970,13.63,107941,81806,1310341,2655,90.5,962.5,CDC WONDER Database,YES
USA,United States,2023,331900000,46200480,13.92,107000,81000,1338220,2655,90.0,962.5,CDC Preliminary Data,YES
USA,United States,2024,331900000,47162990,14.21,103000,78000,1366100,2655,89.5,962.5,CDC Preliminary Data,YES
USA,United States,2025,331900000,48125500,14.5,100000,75000,1393980,2655,89.0,962.5,Projected,YES
UZB,Uzbekistan,2019,34920000,820471,2.35,312,187,17581,69,100,18.6,WHO SEARO/WPRO Reports 2024,NO
UZB,Uzbekistan,2020,34920000,491682,1.41,187,112,10535,69,68.1,10.9,WHO SEARO/WPRO Reports 2024,NO
UZB,Uzbekistan,2021,34920000,850960,2.44,323,194,18234,69,100.0,18.5,WHO SEARO/WPRO Reports 2024,NO
UZB,Uzbekistan,2022,34920000,686334,1.97,261,156,14706,69,89.1,14.6,WHO SEARO/WPRO Reports 2024,NO
UZB,Uzbekistan,2023,34920000,631461,1.81,240,144,13531,69,79.9,13.2,WHO SEARO/WPRO Reports 2024,NO
UZB,Uzbekistan,2024,34920000,732028,2.1,278,166,15685,69,90.1,14.9,WHO SEARO/WPRO Reports 2024,NO
UZB,Uzbekistan,2025,34920000,535408,1.53,203,121,11473,69,64.3,10.7,WHO SEARO/WPRO Reports 2024,NO
VCT,Saint Vincent and the Grenadines,2019,111000,7884,7.1,15,9,88,10,83.7,0.2,PAHO/WHO Americas Report 2024,NO
VCT,Saint Vincent and the Grenadines,2020,111000,8937,8.05,18,11,99,10,92.0,0.2,PAHO/WHO Americas Report 2024,NO
VCT,Saint Vincent and the Grenadines,2021,111000,8975,8.09,18,11,100,10,89.9,0.2,PAHO/WHO Americas Report 2024,NO
VCT,Saint Vincent and the Grenadines,2022,111000,9284,8.37,18,11,103,10,90.5,0.2,PAHO/WHO Americas Report 2024,NO
VCT,Saint Vincent and the Grenadines,2023,111000,11400,10.27,24,14,126,10,99.0,0.2,PAHO/WHO Americas Report 2024,NO
VCT,Saint Vincent and the Grenadines,2024,111000,6819,6.14,13,8,75,10,63.2,0.1,PAHO/WHO Americas Report 2024,NO
VCT,Saint Vincent and the Grenadines,2025,111000,7009,6.31,14,8,78,10,63.1,0.1,PAHO/WHO Americas Report 2024,NO
VEN,Venezuela,2019,28440000,781687,2.75,464,278,13399,56,67.7,17.8,OAS/CICAD Report 2024,NO
VEN,Venezuela,2020,28440000,1277082,4.49,759,455,21892,56,100,28.4,OAS/CICAD Report 2024,NO
VEN,Venezuela,2021,28440000,878119,3.09,522,313,15053,56,71.5,19.1,OAS/CICAD Report 2024,NO
VEN,Venezuela,2022,28440000,1319455,4.64,784,470,22619,56,99.5,28.1,OAS/CICAD Report 2024,NO
VEN,Venezuela,2023,28440000,945070,3.32,561,336,16200,56,72.7,19.7,OAS/CICAD Report 2024,NO
VEN,Venezuela,2024,28440000,1521340,5.35,905,543,26079,56,98.5,31.0,OAS/CICAD Report 2024,NO
VEN,Venezuela,2025,28440000,1348622,4.74,802,481,23119,56,98.0,27.0,OAS/CICAD Report 2024,NO
VNM,Vietnam,2019,98170000,2123292,2.16,808,485,45498,196,100,48.3,WHO SEARO/WPRO Reports 2024,NO
VNM,Vietnam,2020,98170000,1657357,1.69,630,378,35514,196,81.1,36.8,WHO SEARO/WPRO Reports 2024,NO
VNM,Vietnam,2021,98170000,2113285,2.15,805,483,45284,196,100.0,45.9,WHO SEARO/WPRO Reports 2024,NO
VNM,Vietnam,2022,98170000,2143388,2.18,815,489,45929,196,98.8,45.6,WHO SEARO/WPRO Reports 2024,NO
VNM,Vietnam,2023,98170000,1839842,1.87,700,420,39424,196,82.8,38.3,WHO SEARO/WPRO Reports 2024,NO
VNM,Vietnam,2024,98170000,2283932,2.33,869,521,48941,196,98.5,46.6,WHO SEARO/WPRO Reports 2024,NO
VNM,Vietnam,2025,98170000,2004768,2.04,763,457,42959,196,85.6,40.1,WHO SEARO/WPRO Reports 2024,NO
VUT,Vanuatu,2019,320000,13536,4.23,14,8,181,10,67.6,0.3,AIHW/WHO WPRO 2024,NO
VUT,Vanuatu,2020,320000,17060,5.33,18,11,228,10,82.2,0.4,AIHW/WHO WPRO 2024,NO
VUT,Vanuatu,2021,320000,17368,5.43,19,11,232,10,81.3,0.4,AIHW/WHO WPRO 2024,NO
VUT,Vanuatu,2022,320000,15273,4.77,16,10,204,10,69.8,0.3,AIHW/WHO WPRO 2024,NO
VUT,Vanuatu,2023,320000,18395,5.75,20,12,246,10,81.5,0.4,AIHW/WHO WPRO 2024,NO
VUT,Vanuatu,2024,320000,16200,5.06,17,10,217,10,70.0,0.3,AIHW/WHO WPRO 2024,NO
VUT,Vanuatu,2025,320000,15639,4.89,17,10,210,10,65.7,0.3,AIHW/WHO WPRO 2024,NO
WSM,Samoa,2019,222000,11340,5.11,12,7,152,10,81.1,0.3,AIHW/WHO WPRO 2024,NO
WSM,Samoa,2020,222000,12320,5.55,13,8,165,10,85.4,0.3,AIHW/WHO WPRO 2024,NO
WSM,Samoa,2021,222000,15189,6.84,16,9,204,10,100.0,0.3,AIHW/WHO WPRO 2024,NO
WSM,Samoa,2022,222000,15043,6.78,15,9,202,10,98.4,0.3,AIHW/WHO WPRO 2024,NO
WSM,Samoa,2023,222000,14363,6.47,15,9,192,10,91.6,0.3,AIHW/WHO WPRO 2024,NO
WSM,Samoa,2024,222000,11243,5.06,11,7,150,10,70.0,0.2,AIHW/WHO WPRO 2024,NO
WSM,Samoa,2025,222000,14056,6.33,15,9,189,10,85.2,0.3,AIHW/WHO WPRO 2024,NO
YEM,Yemen,2019,33700000,748710,2.22,285,171,16043,67,100,17.0,WHO SEARO/WPRO Reports 2024,NO
YEM,Yemen,2020,33700000,786639,2.33,298,179,16856,67,100,17.5,WHO SEARO/WPRO Reports 2024,NO
YEM,Yemen,2021,33700000,795715,2.36,302,181,17050,67,100.0,17.3,WHO SEARO/WPRO Reports 2024,NO
YEM,Yemen,2022,33700000,778524,2.31,296,177,16682,67,99.5,16.6,WHO SEARO/WPRO Reports 2024,NO
YEM,Yemen,2023,33700000,663865,1.97,252,151,14225,67,87.0,13.8,WHO SEARO/WPRO Reports 2024,NO
YEM,Yemen,2024,33700000,675424,2.0,256,154,14472,67,86.2,13.8,WHO SEARO/WPRO Reports 2024,NO
YEM,Yemen,2025,33700000,584656,1.73,222,133,12528,67,72.7,11.7,WHO SEARO/WPRO Reports 2024,NO
ZAF,South Africa,2019,59390000,3972003,6.69,1800,450,545627,237,95.0,90.3,SACENDU,YES
ZAF,South Africa,2020,59390000,4062276,6.84,1900,480,558027,237,94.5,90.3,SACENDU,YES
ZAF,South Africa,2021,59390000,4152548,6.99,2000,520,570428,237,94.0,90.3,SACENDU,YES
ZAF,South Africa,2022,59390000,4242821,7.14,2100,560,582829,237,93.5,90.3,SACENDU,YES
ZAF,South Africa,2023,59390000,4333094,7.3,3078,1847,595229,237,93.0,90.3,SACENDU South Africa 2024,NO
ZAF,South Africa,2024,59390000,4423367,7.45,3142,1885,607630,237,92.5,90.3,SACENDU South Africa 2024,NO
ZAF,South Africa,2025,59390000,4513640,7.6,3207,1924,620031,237,92.0,90.3,SACENDU South Africa 2024,NO
ZMB,Zambia,2019,19470000,523868,2.69,224,134,10851,38,100,11.9,WHO AFRO Health Statistics 2024,NO
ZMB,Zambia,2020,19470000,571821,2.94,244,146,11844,38,100,12.7,WHO AFRO Health Statistics 2024,NO
ZMB,Zambia,2021,19470000,625618,3.21,267,160,12959,38,100.0,13.6,WHO AFRO Health Statistics 2024,NO
ZMB,Zambia,2022,19470000,555913,2.86,237,142,11515,38,99.5,11.8,WHO AFRO Health Statistics 2024,NO
ZMB,Zambia,2023,19470000,411647,2.11,175,105,8526,38,73.4,8.6,WHO AFRO Health Statistics 2024,NO
ZMB,Zambia,2024,19470000,500967,2.57,214,128,10376,38,86.8,10.2,WHO AFRO Health Statistics 2024,NO
ZMB,Zambia,2025,19470000,678339,3.48,290,174,14051,38,98.0,13.6,WHO AFRO Health Statistics 2024,NO
ZWE,Zimbabwe,2019,15990000,468303,2.93,200,120,9700,31,100,10.6,WHO AFRO Health Statistics 2024,NO
ZWE,Zimbabwe,2020,15990000,424140,2.65,180,108,8784,31,99.3,9.4,WHO AFRO Health Statistics 2024,NO
ZWE,Zimbabwe,2021,15990000,350985,2.2,149,89,7269,31,80.4,7.6,WHO AFRO Health Statistics 2024,NO
ZWE,Zimbabwe,2022,15990000,341854,2.14,145,87,7081,31,76.2,7.3,WHO AFRO Health Statistics 2024,NO
ZWE,Zimbabwe,2023,15990000,396158,2.48,168,101,8206,31,85.8,8.3,WHO AFRO Health Statistics 2024,NO
ZWE,Zimbabwe,2024,15990000,493509,3.09,210,126,10222,31,98.5,10.1,WHO AFRO Health Statistics 2024,NO
ZWE,Zimbabwe,2025,15990000,326943,2.04,140,84,6772,31,67.2,6.5,WHO AFRO Health Statistics 2024,NO
